TiplocCode,StationName,Latitude,Longitude
BRDGWTR,Bridgwater Rail Station,51.12785462895102,-2.9904054096914288
SHOTTHL,Shotton High Level Rail Station,53.21353444364126,-3.0376997207804255
SQUIRES,Squires Gate Rail Station,53.77733071879028,-3.0503015448487103
CAERGWL,Caergwrle Rail Station,53.10786152751234,-3.032912690847674
BRKNHDP,Birkenhead Park Rail Station,53.39740371041257,-3.03910070254283
BLCKS,Blackpool South Rail Station,53.79869915691839,-3.0489377347572724
BLCKPLN,Blackpool North Rail Station,53.82191322553244,-3.0492745760663515
CEFNYBD,Cefn-y-Bedd Rail Station,53.098798350376,-3.0310526546940677
BLNDLAC,Blundellsands & Crosby Rail Station,53.48768182847913,-3.0398596991067945
AINSDAL,Ainsdale Rail Station,53.60203065576637,-3.0426519324686083
HAWARDN,Hawarden Rail Station,53.185356939962276,-3.0320806575932284
HAWDNBG,Hawarden Bridge Rail Station,53.21807236047427,-3.032717368037634
BRUSTAN,Brunstane Rail Station,55.94250926556022,-3.100985923909681
GWRSYLT,Gwersyllt Rail Station,53.07257266398565,-3.0178879958998714
NCRAGHA,Newcraighall Rail Station,55.93311992812478,-3.0908433056882916
GRETGRN,Gretna Green Rail Station,55.00104516538372,-3.065197929402219
WLOO,Waterloo (Merseyside) Rail Station,53.474951567944515,-3.0255360913399887
BRKNCPK,Conway Park Rail Station,53.39335673971366,-3.02267071020815
HGHBRDG,Highbridge & Burnham-on-Sea Rail Station,51.218155077386186,-2.9721533541956666
BRKNHDC,Birkenhead Central Rail Station,53.388311780066495,-3.0208205785747864
STAS,St Annes-on-the-Sea Rail Station,53.753030117001565,-3.02909921223737
LAYTON,Layton (Lancs) Rail Station,53.8352663099281,-3.0299903823999768
HILLSID,Hillside Rail Station,53.62210450099239,-3.0247163010758444
ESKBANK,Eskbank Rail Station,55.88180094682137,-3.0830729282549973
WSMARE,Weston-super-Mare Rail Station,51.34431806427101,-2.971662412028989
GNLN,Green Lane Rail Station,53.38325262616317,-3.0164146833385788
SHWFAIR,Shawfair Rail Station,55.919937398525526,-3.078711896523607
HAMTSQ,Birkenhead Hamilton Square Rail Station,53.394691890618965,-3.013679588416209
ROCKFRY,Rock Ferry Rail Station,53.37264813189715,-3.0108261964565637
WREXHMG,Wrexham General Rail Station,53.05023018277364,-3.0024429650911415
BKDLE,Birkdale Rail Station,53.63404798330768,-3.014449533056303
MSELBGH,Musselburgh Rail Station,55.9335894019838,-3.0732007134237773
WREXHMC,Wrexham Central Rail Station,53.046186481257386,-2.9990524702243024
NWTGRNG,Newtongrange Rail Station,55.86699598529003,-3.0693657128044127
BEBNGTN,Bebington Rail Station,53.357652246035,-3.00363459865456
SFRTHAL,Seaforth & Litherland Rail Station,53.46626682616326,-3.005623169133688
PSLT,Port Sunlight Rail Station,53.349249587653496,-2.9980290545633927
SOUTHPT,Southport Rail Station,53.646517542630995,-3.002434670204322
SPITAL,Spital Rail Station,53.339935412999786,-2.9939064954719705
BOOTLOR,Bootle Oriel Road Rail Station,53.44661911357763,-2.9957333207386045
BOOTLNS,Bootle New Strand Rail Station,53.4533869647025,-2.9947471688992158
JAMESST,Liverpool James Street Rail Station,53.404762224101944,-2.991957566296249
BRMBRK,Bromborough Rake Rail Station,53.32990457874704,-2.9894688525724713
SANDH,Sandhills Rail Station,53.429935081608164,-2.991490178741465
MORFLDS,Moorfields Rail Station,53.40856055995418,-2.989187708619051
MORFNL,Moorfields Rail Station,53.40856068457748,-2.9891726680932815
BRMB,Bromborough Rail Station,53.321844742731365,-2.986895287760234
WMILTON,Weston Milton Rail Station,51.34846881751373,-2.942386013180002
BNKHALL,Bank Hall Rail Station,53.437491755742315,-2.987511327433023
GOREBRG,Gorebridge Rail Station,55.840272040758826,-3.0465152817507892
ANSDELL,Ansdell & Fairhaven Rail Station,53.7414606909965,-2.993033875563117
ESTHRAK,Eastham Rake Rail Station,53.30753675489036,-2.981132354838579
KRKDALE,Kirkdale Rail Station,53.44089731526235,-2.9811167391535336
PLTNLFY,Poulton-le-Fylde Rail Station,53.84842420180819,-2.9906243471685556
INVGWRE,Invergowrie Rail Station,56.45647186702352,-3.0573976293456653
SPFD,Springfield Rail Station,56.29496879436329,-3.05244800553707
HOOTON,Hooton Rail Station,53.297197210157826,-2.9770092133035035
LVRPLCH,Liverpool Central Rail Station,53.40459814487224,-2.979168035616318
LVRPLCL,Liverpool Central Loop Line,53.40459826822739,-2.979152996442816
LVRPLSH,Liverpool Lime Street Rail Station,53.40730664224254,-2.9777259546083443
LVRPLSL,Liverpool Lime Street Low Level Rail Station,53.40820536570229,-2.9777465691234757
BNWK,Brunswick Rail Station,53.38323876717614,-2.976076793441267
BKNELL,Bucknell Rail Station,52.35737726006016,-2.9473777672174974
MEOLSCP,Meols Cop Rail Station,53.6462702155127,-2.9758036964412478
WALTONM,Walton (Merseyside) Rail Station,53.45621375832972,-2.965746978073864
WICK,Wick Rail Station,58.4415671032754,-3.0968586067411255
ORELPKH,Orrell Park Rail Station,53.46189636087835,-2.963315395101798
RICELA,Rice Lane Rail Station,53.457769533948714,-2.9623183120761536
LYTHAM,Lytham Rail Station,53.739279602488274,-2.9640395705083695
CARK,Cark Rail Station,54.1779532120665,-2.9740635347903503
DALSTON,Dalston (Cumbria) Rail Station,54.84617458610589,-2.9888518599170104
AINTREE,Aintree Rail Station,53.47390801715246,-2.9562802412536633
WALLYFD,Wallyford Rail Station,55.94028302196734,-3.0149502624506357
STMCHLS,St Michaels Rail Station,53.37559750444894,-2.952798192112774
WORLE,Worle Rail Station,51.35803453928405,-2.9096215793372293
OLDROAN,Old Roan Rail Station,53.4868934639388,-2.951071436205873
EDGH,Edge Hill Rail Station,53.402614538038556,-2.946482887144971
LTLSUTN,Little Sutton Rail Station,53.285513243297785,-2.9432923152629824
CPNHRST,Capenhurst Rail Station,53.26017196271242,-2.942284710473366
CUPAR,Cupar Rail Station,56.31698576270581,-3.0087560835214884
FAZKRLY,Fazakerley Rail Station,53.4690831703989,-2.9367231499192754
MSSD,Moss Side Rail Station,53.76497458700384,-2.9429344434969935
HOPTONH,Hopton Heath Rail Station,52.391414191936924,-2.9120595436984744
MAGHULL,Maghull Rail Station,53.50646840598759,-2.9308528489332537
AIGBURT,Aigburth Rail Station,53.36456330795785,-2.9271548539264494
OPOL,Overpool Rail Station,53.284045818318674,-2.92406053291474
WVRTTEC,Wavertree Technology Park Rail Station,53.405190166236224,-2.9229088386954856
MSLH,Mossley Hill Rail Station,53.3790360212182,-2.915442951138705
PPAN,Prestonpans Rail Station,55.953097031143244,-2.974767770646331
CRSNGTN,Cressington Rail Station,53.35874737521452,-2.9120027940759394
BESCRLA,Bescar Lane Rail Station,53.62385066855158,-2.914610458565188
KTBK,Kents Bank Rail Station,54.17290075700866,-2.925229112146836
WALERTN,West Allerton Rail Station,53.369123056632674,-2.9069641629752554
BROOME,Broome Rail Station,52.42276992196296,-2.8852074316746394
TOWNGRN,Town Green Rail Station,53.542805424509744,-2.9044865106779625
KKBY,Kirkby Rail Station,53.486189081621404,-2.9028291301963542
CARLILE,Carlisle Rail Station,54.890650305489515,-2.933191556934099
DUNDETB,Dundee Rail Station,56.45648449336234,-2.9712044657642402
HEYMST,Heysham Port Rail Station,54.033142272095745,-2.913114248838994
ELSMPRT,Ellesmere Port Rail Station,53.282189345802394,-2.8964225025839205
BACHE,Bache Rail Station,53.208784042029954,-2.8916699760176305
BROADGR,Broad Green Rail Station,53.406501678196214,-2.893483842379214
AGHTNPH,Aughton Park Rail Station,53.554245813047665,-2.895220743614082
LVRPSPY,Liverpool South Parkway Rail Station,53.3577423656745,-2.889142718117128
ALERTN,Liverpool South Parkway Rail Station,53.35774247762504,-2.8891276950586495
GOVS,Grange-over-Sands Rail Station,54.19572048066008,-2.902747229676175
CHST,Chester Rail Station,53.196693516327784,-2.879593468552215
WMER,Windermere Rail Station,54.37960140634239,-2.9033913693824847
ORMSKRK,Ormskirk Rail Station,53.569271134635905,-2.8811928836526315
KIRKHAM,Kirkham & Wesham Rail Station,53.786913652841676,-2.882940720532508
YATTON,Yatton Rail Station,51.39101228337737,-2.82777877330085
NEWLANE,New Lane Rail Station,53.611660914547755,-2.8677159149156397
KEITH,Keith Rail Station,57.55089779263298,-2.9540687139219997
HUNTSX,Hunts Cross Rail Station,53.36070937829795,-2.8558608877158433
CRAVENA,Craven Arms Rail Station,52.442537104089794,-2.837421805790219
ROBY,Roby Rail Station,53.41003976439683,-2.8559334685706372
MORCAME,Morecambe Rail Station,54.070317405266145,-2.86930796669321
STNLWAT,Stanlow & Thornton Rail Station,53.27836092672811,-2.8420513886081236
HUYTON,Huyton Rail Station,53.409682431214996,-2.8429887589969765
BRSCGHB,Burscough Bridge Rail Station,53.60525495733422,-2.840879765821136
BRSCGHJ,Burscough Junction Rail Station,53.597517756219986,-2.8406051775837358
LNGNDRY,Longniddry Rail Station,55.97648287653539,-2.888342971037621
HALW,Halewood Rail Station,53.36447770610731,-2.8301338567122376
LEUCHRS,Leuchars Rail Station,56.375101188053975,-2.8937129707354208
CRKRN,Crewkerne Rail Station,50.87353387043518,-2.778495956109389
BARELA,Bare Lane Rail Station,54.07453982599619,-2.8353303489486894
CSTR,Church Stretton Rail Station,52.53741970123631,-2.8036942678250556
INEL,Ince & Elton Rail Station,53.27660587735329,-2.8165222390639277
STOW,Stow Rail Station,55.69241928590001,-2.865948942459512
ARNSIDE,Arnside Rail Station,54.202727007498,-2.828241375443091
SEVTNLJ,Severn Tunnel Junction Rail Station,51.58467501849963,-2.7778913751123513
SALWICK,Salwick Rail Station,53.78153858164818,-2.817038400319967
BRFRY,Broughty Ferry Rail Station,56.46715881050287,-2.8731522195070744
RUFDORD,Rufford Rail Station,53.63446150344724,-2.807841145713338
WETHERL,Wetheral Rail Station,54.883838795145856,-2.831713075047397
HOSCAR,Hoscar Rail Station,53.597766555278795,-2.8044208070824537
STAVELY,Staveley Rail Station,54.37553104033673,-2.8188624585408224
PRESCOT,Prescot Rail Station,53.42355686473645,-2.7991711478980434
WHISTON,Whiston Rail Station,53.413867287072755,-2.7964317653012345
LANCSTR,Lancaster Rail Station,54.04872838623936,-2.807457530833624
CDCOT,Caldicot Rail Station,51.584788553053755,-2.7605734184651256
SDAL,Silverdale Rail Station,54.16990764566785,-2.8038423492069864
RNFD,Rainford Rail Station,53.5171038740161,-2.789468987495484
NAILSEA,Nailsea & Backwell Rail Station,51.419406504906874,-2.750633780515292
ECPK,Eccleston Park Rail Station,53.430784492006005,-2.780041447962602
BALMOSS,Balmossie Rail Station,56.47456417612292,-2.838955698867377
HOUGHGR,Hough Green Rail Station,53.372389745981096,-2.775065871452284
HELSBY,Helsby Rail Station,53.2751997404638,-2.771206546212798
CROT,Croston Rail Station,53.66755848101537,-2.777749638999097
PARBOLD,Parbold Rail Station,53.59075250868991,-2.7707481837944505
RHIL,Rainhill Rail Station,53.417120034490154,-2.7664001704543075
GALASLS,Galashiels Rail Station,55.6183497466788,-2.80690042536358
SHRWBY,Shrewsbury Rail Station,52.71192679738035,-2.749761104335748
THHT,Thatto Heath Rail Station,53.43658061712302,-2.759374407177838
CRNF,Carnforth Rail Station,54.12967638974716,-2.7712323362988576
MONIFTH,Monifieth Rail Station,56.480110971267734,-2.8182473957795096
LEOMNST,Leominster Rail Station,52.225680240781195,-2.7303410021533168
BNSD,Burneside (Cumbria) Rail Station,54.35497821419267,-2.766676809833511
YORTON,Yorton Rail Station,52.80895540185208,-2.736461046560632
ARMTHWT,Armathwaite Rail Station,54.80946360945567,-2.7720709733165068
RUNCORN,Runcorn Rail Station,53.338693113242165,-2.7392510767956444
UPHOLND,Upholland Rail Station,53.52837777802366,-2.741404826481831
DREMJ,Drem Rail Station,56.00512114045059,-2.7860477509085304
PNTH,Penrith North Lakes Rail Station,54.66180366252481,-2.758880620201991
MLDSWTH,Mouldsworth Rail Station,53.23180402466007,-2.7322243707934164
WIDNES,Widnes Rail Station,53.37849497876124,-2.7335366036965816
LUDLOW,Ludlow Rail Station,52.371276645546324,-2.7162167571864555
HEREFRD,Hereford Rail Station,52.061160527949426,-2.7082101211056506
AVONMTH,Avonmouth Rail Station,51.50036045833395,-2.6994660504133168
STHLNSC,St Helens Central Rail Station,53.4531213748626,-2.73030472788389
WEMM,Wem Rail Station,52.856407740215815,-2.7180168268664113
SADWRD,St Andrews Road Rail Station,51.51276965450141,-2.6963129377573964
FRDSHM,Frodsham Rail Station,53.29581341216402,-2.723566756807243
LEGR,Lea Green Rail Station,53.42680793737891,-2.7249774318364612
KENDAL,Kendal Rail Station,54.33209432320632,-2.739646517616023
TWDBANK,Tweedbank Rail Station,55.6057400790265,-2.7595310753559246
APLYBDG,Appley Bridge Rail Station,53.57866914134952,-2.719252034174026
SHAMPTN,Shirehampton Rail Station,51.48434821102964,-2.6792749337062607
ORRELL,Orrell Rail Station,53.530310139832864,-2.7088372391593505
OXENHLM,Oxenholme Lake District Rail Station,54.30492525597758,-2.7218700456603098
PRST,Preston Rail Station,53.756857773077485,-2.7081278044333805
HNTL,Huntly Rail Station,57.44448692951949,-2.7757399285727034
STHLNSJ,St Helens Junction Rail Station,53.43372395925497,-2.700259384586942
CHEPSTW,Chepstow Rail Station,51.64017754204751,-2.6719051510463174
PREES,Prees Rail Station,52.89930309073702,-2.6896626549838274
SVRNBCH,Severn Beach Rail Station,51.56002511213326,-2.664476667445683
GATHRST,Gathurst Rail Station,53.559400912480974,-2.6943931267916823
BRRYLNK,Barry Links Rail Station,56.49314744868971,-2.74544165073658
NBERWCK,North Berwick Rail Station,56.05703470207702,-2.7307415391305923
LEYLAND,Leyland Rail Station,53.69885289276416,-2.6871450277351165
LSTH,Lostock Hall Rail Station,53.72424283930091,-2.6874832765065118
LAZKRKO,Lazonby & Kirkoswald Rail Station,54.75043518286518,-2.703208547032573
SEMILLS,Sea Mills Rail Station,51.479991677213356,-2.649949252497384
WCHR,Whitchurch (Shrops) Rail Station,52.968058371691,-2.6716981310718357
BRMPTNC,Brampton (Cumbria) Rail Station,54.93238875039023,-2.7029471246839427
GARW,Garswood Rail Station,53.48851856265963,-2.672134500739902
DELAMER,Delamere Rail Station,53.22877363920467,-2.66656024541379
PBRT,Pemberton Rail Station,53.53040631804111,-2.670353864401596
EUXT,Euxton Balshaw Lane Rail Station,53.66047769619654,-2.6720233938442806
RUNCRNE,Runcorn East Rail Station,53.32756663008298,-2.66569737036562
GOLFSTR,Golf Street Rail Station,56.49779234083632,-2.719543435280072
CHORBUK,Buckshaw Parkway Rail Station,53.673339399422595,-2.6608298095769407
BMBRBDG,Bamber Bridge Rail Station,53.72686491721582,-2.6607749152379054
CNST,Carnoustie Rail Station,56.50056192967717,-2.7066002944907845
PILNING,Pilning Rail Station,51.5566252266134,-2.6271115863517758
SANKEY,Sankey for Penketh Rail Station,53.392459781799765,-2.650469523544283
YOVILPM,Yeovil Pen Mill Rail Station,50.944524921016935,-2.6134281016607943
YOVILJN,Yeovil Junction Rail Station,50.92474664704065,-2.612456452234472
BRYN,Bryn Rail Station,53.49986492286391,-2.6472135390274554
LWBY,Langwathby Rail Station,54.69435588648085,-2.6636836266030186
CLFDOWN,Clifton Down Rail Station,51.46454287981522,-2.6117407842934766
ERLSTWN,Earlestown Rail Station,53.45113511443841,-2.637663196280351
PARSNST,Parson Street Rail Station,51.433317682824146,-2.607741512311274
WIGANNW,Wigan North Western Rail Station,53.54365983994207,-2.633273687991772
WIGANWL,Wigan Wallgate Rail Station,53.5448198241888,-2.6331853702542594
REDLAND,Redland Rail Station,51.46838453546399,-2.599123369053861
CHORLEY,Chorley Rail Station,53.65253447126662,-2.626840585747936
BDMNSTR,Bedminster Rail Station,51.44008618391697,-2.5941488912118658
MONPELR,Montpelier Rail Station,51.468347506337224,-2.588685525091742
NWTNLW,Newton-le-Willows Rail Station,53.453058909676145,-2.613598024467008
THFORD,Thornford Rail Station,50.910574500464115,-2.578987135173514
INCE,Ince (Manchester) Rail Station,53.53891032605074,-2.611519602284818
BRSTLTM,Bristol Temple Meads Rail Station,51.44914220172895,-2.5813151963586574
YTMNSTR,Yetminster Rail Station,50.89576274726651,-2.5737555970424566
CHETNOL,Chetnole Rail Station,50.866361309379315,-2.5729255250127867
ACBG,Acton Bridge Rail Station,53.266505577532314,-2.603126465069401
MDNNWTN,Maiden Newton Rail Station,50.78000449825133,-2.569429532641724
WRGTNBQ,Warrington Bank Quay Rail Station,53.38600668305638,-2.6023641110619273
CUDNGTN,Cuddington Rail Station,53.23991764768188,-2.5993061843106036
WRENBRY,Wrenbury Rail Station,53.01938685545728,-2.5959462912899456
ADNL,Adlington (Lancs) Rail Station,53.61324267994656,-2.6030707531495643
WRGT,Warrington Central Rail Station,53.39181450909504,-2.593168249668123
STPLTNR,Stapleton Road Rail Station,51.46750508866557,-2.566216790961694
LAWRNCH,Lawrence Hill Rail Station,51.45800956757155,-2.564429641065009
FILTNEW,Filton Abbey Wood Rail Station,51.50493729074887,-2.5624304981980037
PATCHWY,Patchway Rail Station,51.525931289144744,-2.5626892357822206
WENNGTN,Wennington Rail Station,54.123703266142144,-2.5875103323595314
HINDLEY,Hindley Rail Station,53.54223512662423,-2.5755015886896677
BLRD,Blackrod Rail Station,53.59152037849855,-2.569523884456394
BRSTPWY,Bristol Parkway Rail Station,51.51379951418523,-2.542163011890776
INSCH,Insch Rail Station,57.337497145909396,-2.6171121246267997
PADGATE,Padgate Rail Station,53.40578729973927,-2.556810593052937
HARTFD,Hartford Rail Station,53.241756635301726,-2.553629364263687
LYDNEY,Lydney Rail Station,51.714134117413806,-2.530863617675145
CCARY,Castle Cary Rail Station,51.09981307412346,-2.522794283772196
ARBROTH,Arbroath Rail Station,56.55957230895286,-2.5889313265296394
SHERBRN,Sherborne Rail Station,50.94401997951092,-2.5130732357222514
PLSNGTN,Pleasington Rail Station,53.73095700399721,-2.5441235212937925
HORWICH,Horwich Parkway Rail Station,53.57810433215307,-2.539665887882815
GBNK,Greenbank Rail Station,53.25146313288108,-2.534270582740916
WELNGTN,Wellington (Shropshire) Rail Station,52.70130348817364,-2.5171653462254926
BIRCHWD,Birchwood Rail Station,53.412716533160236,-2.525307827514939
NANTWCH,Nantwich Rail Station,53.063570217789376,-2.51895913731648
WSTHOTN,Westhoughton Rail Station,53.55566821299717,-2.5237266020073608
KEYNSHM,Keynsham Rail Station,51.417975257185276,-2.495628859680512
CHTR,Cherry Tree Rail Station,53.73286881821316,-2.5183787720903372
DAISYH,Daisy Hill Rail Station,53.5394513117239,-2.515860965677398
BNTHAM,Bentham Rail Station,54.115515704823565,-2.510676093501693
NTHWICH,Northwich Rail Station,53.261449588630406,-2.496916912774957
MLHL,Mill Hill (Lancs) Rail Station,53.735456372497815,-2.5017352676285
WNSFD,Winsford Rail Station,53.190509719627165,-2.4945992729350994
UPWEY,Upwey Rail Station,50.648269970595535,-2.4661380247050695
HAGFOLD,Hag Fold Rail Station,53.533850574383834,-2.494821497650872
LOSTCKP,Lostock Rail Station,53.572925546763344,-2.4942660376332615
WEYMTH,Weymouth Rail Station,50.61531324347189,-2.454221913813906
DUNBAR,Dunbar Rail Station,55.998292204655364,-2.5133460766499027
ATHERTN,Atherton Rail Station,53.52914227543056,-2.4789719381502535
BLKB,Blackburn Rail Station,53.74651448234456,-2.4791219960240554
RMSWILP,Ramsgreave & Wilpshire Rail Station,53.77977440134069,-2.478135187856895
APBY,Appleby Rail Station,54.580344879016074,-2.4866921726463116
ZZTYLIN,Lintley Rail Station,54.853551536820326,-2.48831082290819
BRUTON,Bruton Rail Station,51.11163721295869,-2.447073423618798
DRCHW,Dorchester West Rail Station,50.71095181521434,-2.442540913409521
LSTG,Lostock Gralam Rail Station,53.267663056594174,-2.465202928461399
DRCHS,Dorchester South Rail Station,50.70929017545916,-2.437242634747117
DARWEN,Darwen Rail Station,53.69803431225714,-2.464939614627149
ZZTYKKH,Kirkhaugh Rail Station,54.84338808159639,-2.4769451823821544
GLAZBRK,Glazebrook Rail Station,53.42835792038786,-2.4596573426033346
OAKNGTS,Oakengates Rail Station,52.693396215733294,-2.45019426598505
YATE,Yate Rail Station,51.540600276872574,-2.432521608174711
TELFRDC,Telford Central Rail Station,52.681106006928,-2.4409708872578855
HLTWHST,Haltwhistle Rail Station,54.967847568825206,-2.4635649133812323
LGHO,Langho Rail Station,53.80483020963743,-2.448658950797054
TMPCMB,Templecombe Rail Station,51.0015014394962,-2.417724616287096
LDBURY,Ledbury Rail Station,52.04524849364854,-2.4258602494505745
CREWE,Crewe Rail Station,53.089623240390374,-2.4329687813213394
MONTRSE,Montrose Rail Station,56.71279689405593,-2.4720741030444637
IRLAM,Irlam Rail Station,53.434308319499564,-2.4332300747325997
LRNCKRK,Laurencekirk Rail Station,56.8363454554264,-2.465925499421116
ZZTYALS,Alston Rail Station,54.81462947275412,-2.441812339734839
BOLTON,Bolton Rail Station,53.574141649469766,-2.425824584660434
PLUMLEY,Plumley Rail Station,53.27467261928299,-2.419661683073375
RISHTON,Rishton Rail Station,53.76381317745489,-2.4201576166813314
ENTWISL,Entwistle Rail Station,53.6559748293961,-2.4145446670723785
HITW,Hall i' th' Wood Rail Station,53.59742112869381,-2.413109608488237
BRMCRSS,Bromley Cross Rail Station,53.61403914920344,-2.4108987275828575
WHALLEY,Whalley Rail Station,53.824015507074314,-2.4122529470833265
CLPM,Clapham (N Yorks) Rail Station,54.10538423271402,-2.410375885226808
MSGT,Moses Gate Rail Station,53.555980461570776,-2.401187999121025
OLDFLDP,Oldfield Park Rail Station,51.37922906204562,-2.3805078941324282
SBCH,Sandbach Rail Station,53.150166693317935,-2.3935053997603912
WALKDEN,Walkden Rail Station,53.519773400646585,-2.396320966806906
CLITHRO,Clitheroe Rail Station,53.87346452384862,-2.3943362623724878
CHOS,Church & Oswaldtwistle Rail Station,53.75051895181982,-2.3912118074866036
FRNW,Farnworth Rail Station,53.55000226630366,-2.3878495921786027
FLIXTON,Flixton Rail Station,53.44380615345524,-2.3842463798197557
SHIFNAL,Shifnal Rail Station,52.66606964598885,-2.3718396848278
KEARSLY,Kearsley Rail Station,53.54413752413184,-2.3751195925177977
BATHSPA,Bath Spa Rail Station,51.37768453030811,-2.3570181053489483
DURSLEY,Cam & Dursley Rail Station,51.71761721993184,-2.3590826195205374
KNUTSFD,Knutsford Rail Station,53.301788928269175,-2.371790556654031
CLWALL,Colwall Rail Station,52.079866721893275,-2.356950007259924
CHASNRD,Chassen Road Rail Station,53.446157686529915,-2.368232821218656
ACRNGTN,Accrington Rail Station,53.752969586967126,-2.3695477265563167
KSTP,Kirkby Stephen Rail Station,54.45485544209486,-2.368596542275216
PTRCRFT,Patricroft Rail Station,53.48477574453947,-2.358244590032881
DENT,Dent Rail Station,54.28240708990575,-2.36359851679436
RIBLHED,Ribblehead Rail Station,54.20584319619825,-2.360855734431559
URMSTON,Urmston Rail Station,53.448268704322096,-2.3537964839226575
HCHP,Holmes Chapel Rail Station,53.19892942630281,-2.351139739154016
MRSD,Moorside Rail Station,53.51627246950788,-2.3517993648978477
HALE,Hale Rail Station,53.378715973264434,-2.347356710301621
ALTRNHM,Altrincham Rail Station,53.38771495336501,-2.3468887358708552
HUNCOAT,Huncoat Rail Station,53.77177550116833,-2.347561280132936
NAVGTNR,Navigation Road Rail Station,53.395374309223705,-2.34341708437497
ASHLEY,Ashley Rail Station,53.3557220458437,-2.3414603764896924
INVURIE,Inverurie Rail Station,57.28626583835646,-2.373559469152125
SWNT,Swinton (Manchester) Rail Station,53.51483073987652,-2.3374609769855628
MOBERLY,Mobberley Rail Station,53.32913759257766,-2.3336653837536656
ECCLES,Eccles Rail Station,53.48535691126757,-2.334514230828933
BRDNML,Bardon Mill Rail Station,54.97449208838035,-2.346504382350785
MORETON,Moreton (Dorset) Rail Station,50.70102900367879,-2.31344962361214
MLVRNLK,Malvern Link Rail Station,52.125466511494906,-2.31951149772042
GOOSTRY,Goostrey Rail Station,53.222550501311524,-2.3264702595199567
GTMLVRN,Great Malvern Rail Station,52.10919697809042,-2.318270768880019
HMPHRYP,Humphrey Park Rail Station,53.45222667771263,-2.3275376563156707
FROME,Frome Rail Station,51.227268797431066,-2.309996706263502
GARSDLE,Garsdale Rail Station,54.32142847039253,-2.3263534714459855
FRESHFD,Freshford Rail Station,51.342027944593504,-2.301008378963082
HAPTON,Hapton Rail Station,53.781612509752414,-2.3169113394009053
CLTN,Clifton (Manchester) Rail Station,53.52248795666128,-2.3147462862758323
TRFDPK,Trafford Park Rail Station,53.45481561517989,-2.3106310752040162
COSFORD,Cosford Rail Station,52.64483222672256,-2.300274621604649
ALSAGER,Alsager Rail Station,53.093001709338864,-2.29905748599978
GGLSWCK,Giggleswick Rail Station,54.06179882745834,-2.3028476579599966
HTNRIBL,Horton-in-Ribblesdale Rail Station,54.149384365334605,-2.3020326205918757
AVNCLFF,Avoncliff Rail Station,51.33964914207699,-2.281325236756188
MNCRUFG,Manchester United FC Rail Station,53.4621915569887,-2.2906527878971352
STNHSE,Stonehouse Rail Station,51.7458859665982,-2.279498467013577
GLHM,Gillingham (Dorset) Rail Station,51.03403269265614,-2.2726236632984653
CHELFD,Chelford Rail Station,53.27030821906497,-2.2805769594583323
ROSG,Rose Grove Rail Station,53.78619189783963,-2.282796320215442
SETTLE,Settle Rail Station,54.066912574213355,-2.280713966286448
SLFDCT,Salford Crescent Rail Station,53.48658567723064,-2.2757492536665693
ALBRGHT,Albrighton Rail Station,52.63794059789654,-2.268899899614615
MNCRIAP,Manchester Airport Rail Station,53.36503991589284,-2.2729794745620686
BRDFDOA,Bradford-on-Avon Rail Station,51.34491247536673,-2.2523266008766023
BURNLYB,Burnley Barracks Rail Station,53.790876498147725,-2.2580856625396204
SLFDORD,Salford Central Rail Station,53.48308169214533,-2.254840645043224
LPRESTN,Long Preston Rail Station,54.01683570856012,-2.255591923120754
MNCRDGT,Deansgate Rail Station,53.47418215413944,-2.251050900234372
GLOSTER,Gloucester Rail Station,51.865556868114204,-2.238487569393147
BURNMR,Burnley Manchester Road Rail Station,53.78496392560679,-2.2488671830343705
KIDSGRV,Kidsgrove Rail Station,53.08656374160128,-2.244815789931108
KDRMNST,Kidderminster Rail Station,52.38448078889092,-2.2384706838510615
BURNLYC,Burnley Central Rail Station,53.79351055017606,-2.244970971877596
MNCRVIC,Manchester Victoria Rail Station,53.48746659175805,-2.2425993919448173
MNCROXR,Manchester Oxford Road Rail Station,53.474030072940884,-2.241995363878648
STYAL,Styal Rail Station,53.3483281322488,-2.2404559873117775
HYDB,Haydon Bridge Rail Station,54.97517419013179,-2.2475876411982654
ALDEDGE,Alderley Edge Rail Station,53.303778510967376,-2.2367990239248474
HLDG,Heald Green Rail Station,53.369414077432445,-2.2366672947193593
WOOL,Wool Rail Station,50.681636098421095,-2.2214598198939477
BRIERFL,Brierfield Rail Station,53.82397880790697,-2.2364898656887133
GATLEY,Gatley Rail Station,53.392902977919434,-2.2312339205002565
MNCRPIC,Manchester Piccadilly Rail Station,53.47735978497863,-2.230909854448797
STRUD,Stroud (Glos) Rail Station,51.744620057629646,-2.2193826414481883
WORCSFS,Worcester Foregate Street Rail Station,52.19514270166754,-2.2215963189912373
WLMSL,Wilmslow Rail Station,53.32684590221814,-2.226326948954314
HBRY,Hartlebury Rail Station,52.33449331259368,-2.2211188605174668
TRWBRDG,Trowbridge Rail Station,51.319829351163094,-2.2143343787563774
HELIFLD,Hellifield Rail Station,54.010860839140804,-2.227844565374475
EDIDBRY,East Didsbury Rail Station,53.40930670174072,-2.2219962684722185
DILTONM,Dilton Marsh Rail Station,51.24898547610093,-2.207915251963846
LNGP,Longport Rail Station,53.041880099547775,-2.216447802805814
BAGE,Burnage Rail Station,53.42116520497628,-2.215678069582554
