TiplocCode,StationName,Latitude,Longitude
BURTNOT,Burton-on-Trent Rail Station,52.80581385609539,-1.6424597694110654
NMILTON,New Milton Rail Station,50.755751144806325,-1.6578126307386118
DWBY,Dewsbury Rail Station,53.692129754772964,-1.633106352425098
BKSWELL,Berkswell Rail Station,52.395879268323746,-1.6428402731683112
HSFT,Horsforth Rail Station,53.847704118781024,-1.6302283418680947
WDRNGTN,Widdrington Rail Station,55.24130458231727,-1.6164733793369113
NWCSTLE,Newcastle Rail Station,54.968400242540895,-1.617279782459984
KRKSLFR,Kirkstall Forge Rail Station,53.823718113630626,-1.6224792459238209
BATLEY,Batley Rail Station,53.70993974402497,-1.6229524304746075
GRNDLFD,Grindleford Rail Station,53.305559873867495,-1.6262966423316318
PENISTN,Penistone Rail Station,53.52554454265148,-1.6227806799912192
MANORS,Manors Rail Station,54.97276343946134,-1.604740910988096
KINGHAM,Kingham Rail Station,51.90224794102061,-1.6287861677114617
DEAN,Dean Rail Station,51.04245921883044,-1.6348670118349053
CRMLNGT,Cramlington Rail Station,55.087766488369844,-1.5985949192502307
PWTH,Polesworth Rail Station,52.625830531192854,-1.6105400712455362
WARWPWY,Warwick Parkway Rail Station,52.28610161647107,-1.6120578130022973
NWTA,Newton Aycliffe Rail Station,54.613701238110714,-1.5896451483118788
GRATELY,Grateley Rail Station,51.17005742747125,-1.6207736341042218
HEDNGLY,Headingley Rail Station,53.81797236609836,-1.5941879814822095
DRHM,Durham Rail Station,54.77938873016006,-1.581751904557666
MRLY,Morley Rail Station,53.74992196574261,-1.5909766891288268
HGHNGTN,Heighington Rail Station,54.59695880614098,-1.5817650401804275
CLST,Chester-le-Street Rail Station,54.85459287446202,-1.5780152256081348
COTNGLY,Cottingley Rail Station,53.767815037673955,-1.5877080204880532
TILEH,Tile Hill Rail Station,52.39510216832943,-1.596848343322386
SWAY,Sway Rail Station,50.78470132345722,-1.609995729819701
WEETON,Weeton Rail Station,53.92317633328162,-1.5812155851070298
BRLEYPK,Burley Park Rail Station,53.81202858720431,-1.5777674963009927
BEDYN,Bedwyn Rail Station,51.37963832763865,-1.5987860794682107
SPTN,Shipton Rail Station,51.86565246487576,-1.5926932727496992
HEWORTH,Heworth Rail Station,54.95156658663229,-1.5557660803325963
WARWICK,Warwick Rail Station,52.28653802797722,-1.5818544609936038
NTRD,North Road Rail Station,54.53619807117482,-1.5539496404331872
SKSCMN,Silkstone Common Rail Station,53.53491557141977,-1.5634785190661624
KENLSTN,Kenilworth Rail Station,52.34270362155399,-1.5727382101792022
DLTN,Darlington Rail Station,54.520446312158036,-1.5473238017827755
WLNTNON,Willington Rail Station,52.85364318376961,-1.5633604981725522
MATLOCK,Matlock Rail Station,53.13840598149049,-1.5589107149897965
MATLCKB,Matlock Bath Rail Station,53.122352558121996,-1.5567588419034961
LEEDS,Leeds Rail Station,53.79562497273349,-1.5480254862305372
ASCTUWD,Ascott-under-Wychwood Rail Station,51.86733909788767,-1.564052623684235
BKNHRST,Brockenhurst Rail Station,50.81683922848686,-1.5735309881763275
CROMFD,Cromford Rail Station,53.11293048081413,-1.5491618278833026
ATHRSTN,Atherstone Rail Station,52.57896955032306,-1.5528112903816542
HAGT,Harrogate Rail Station,53.993175247333795,-1.5376077341244991
PANNAL,Pannal Rail Station,53.958322626017235,-1.5334669370589211
CANLEY,Canley Rail Station,52.39923925283385,-1.5475746877525791
DRTN,Darton Rail Station,53.58836611659964,-1.531657390494125
DODWRTH,Dodworth Rail Station,53.54432312096859,-1.5316906964193873
HRNBPK,Hornbeam Park Rail Station,53.979867354440735,-1.526822229872728
LMNGTNS,Leamington Spa Rail Station,52.284488723394446,-1.5362099778210598
MOTFONT,Mottisfont & Dunbridge Rail Station,51.033924315901295,-1.5470847575454894
DORE,Dore & Totley Rail Station,53.3276326946339,-1.5152975759721397
OUTWOOD,Outwood Rail Station,53.715285369426454,-1.5104002291801788
WKFLDWG,Wakefield Westgate Rail Station,53.68307202819975,-1.5061104306281399
LMTNTWN,Lymington Town Rail Station,50.76091048046827,-1.5371619551129578
STARBCK,Starbeck Rail Station,53.998997335426495,-1.5011296106224732
COVNTRY,Coventry Rail Station,52.400811984845525,-1.5134595982031114
LMTNPIR,Lymington Pier Rail Station,50.75829873044338,-1.5294468783722908
WATSTND,Whatstandwell Rail Station,53.08331202212496,-1.504086161630258
LYNDHRD,Ashurst New Forest Rail Station,50.88984865830262,-1.526630680253713
WKFLDKG,Wakefield Kirkgate Rail Station,53.67865714012138,-1.4885705243633347
HUNGRFD,Hungerford Rail Station,51.414908560223594,-1.5122869575942453
SABR,Sandal & Agbrigg Rail Station,53.66307672351905,-1.4814193595392249
COVAREN,Coventry Arena Rail Station,52.44773128904206,-1.4941245308081406
BRWHINS,Brockley Whins Rail Station,54.95954252782653,-1.4613532291685132
DINSDAL,Dinsdale Rail Station,54.51472726549879,-1.467064960260832
DUFIELD,Duffield Rail Station,52.98839904500854,-1.4859716949839348
BNSLY,Barnsley Rail Station,53.55429918216559,-1.47716466578646
KNRSBGH,Knaresborough Rail Station,54.00902218422467,-1.4704161404394824
BELPER,Belper Rail Station,53.02375675993654,-1.482510325596686
AMBERGT,Ambergate Rail Station,53.06051469919937,-1.4806974080821977
BLIEURD,Beaulieu Road Rail Station,50.85504687245225,-1.5047494545966353
CHBURY,Charlbury Rail Station,51.872425854876155,-1.489693758222519
DRONFLD,Dronfield Rail Station,53.301367248580355,-1.4687785098735777
CHPLTWN,Chapeltown Rail Station,53.46233464339704,-1.4662752121334206
PEARTRE,Peartree Rail Station,52.89699340836084,-1.4732138470853058
ANDOVER,Andover Rail Station,51.211545171063385,-1.4922329008181328
ROMSEY,Romsey Rail Station,50.992527249952396,-1.4931434699651547
SHEFFLD,Sheffield Rail Station,53.378218259430625,-1.4621108167693584
BERMPRK,Bermuda Park Rail Station,52.501431977740005,-1.4721775837993032
DRBY,Derby Rail Station,52.91654622152269,-1.4633546097125654
CSGT,Cross Gates Rail Station,53.80491207573561,-1.451580314725548
BEDWRTH,Bedworth Rail Station,52.47929504366719,-1.4673920630918087
NLRTN,Northallerton Rail Station,54.33307044977945,-1.441272969536108
NNTN,Nuneaton Rail Station,52.526368914433235,-1.4638751623082549
TOTTON,Totton Rail Station,50.91787944986602,-1.4824172951911465
FINSTCK,Finstock Rail Station,51.85278046400818,-1.4693429346180662
WDLESFD,Woodlesford Rail Station,53.75678561364394,-1.442879375670949
EBOLDON,East Boldon Rail Station,54.94641352696168,-1.4203138734150533
TSDARPR,Tees-side Airport Rail Station,54.5181309620301,-1.425311391304802
REDBDGE,Redbridge (Hants) Rail Station,50.919937724509225,-1.4701597503957147
ELSC,Elsecar Rail Station,53.49865744047845,-1.4274237491170514
NORMNTN,Normanton Rail Station,53.70051732635205,-1.4234012941380665
KNTBRY,Kintbury Rail Station,51.40252027391278,-1.4459888342229485
CHFD,Chesterfield Rail Station,53.238218524011245,-1.4201158074208386
WOMBWEL,Wombwell Rail Station,53.51734407747212,-1.4161624683419076
MEADWHL,Meadowhall Rail Station,53.41746461726756,-1.4128514539157109
DARNALL,Darnall Rail Station,53.38458258664582,-1.412567053478687
SEABURN,Seaburn Rail Station,54.92953391796904,-1.3866932934099372
SNDRMNK,St Peters Rail Station,54.911438567967195,-1.3838018915515635
SPDN,Spondon Rail Station,52.912217604485186,-1.411093882826463
SNDRLND,Sunderland Rail Station,54.90533814401926,-1.3823042459910266
STHS,Streethouse Rail Station,53.67615270957573,-1.4001183693207109
MBRK,Millbrook (Hants) Rail Station,50.91149430639939,-1.4338424928844782
GARFRTH,Garforth Rail Station,53.79657606919049,-1.382309550103163
THIRSK,Thirsk Rail Station,54.22820957261078,-1.37258798239803
SOTON,Southampton Central Rail Station,50.907446727020194,-1.4135958627914187
ALLENSW,Allens West Rail Station,54.52462120878296,-1.3611166768661862
FITZWLM,Fitzwilliam Rail Station,53.63249902780593,-1.3742730081728791
EGRFRTH,East Garforth Rail Station,53.79197587891136,-1.3705368043393404
COMBE,Combe (Oxon) Rail Station,51.83259176108956,-1.394073179802111
SOTNTQ,Southampton Town Quay,50.895150722572,-1.4058302954002289
SEAHAM,Seaham Rail Station,54.839054068553715,-1.3463370650254922
YAAM,Yarm Rail Station,54.49389741076172,-1.3515450134841895
EGLSCLF,Eaglescliffe Rail Station,54.52942995620728,-1.3494369981658956
ALFRETN,Alfreton Rail Station,53.10043009499105,-1.3696960602494392
FTHRSTN,Featherstone Rail Station,53.67906474625487,-1.3584440892436604
ROTHCEN,Rotherham Central Rail Station,53.43225158092985,-1.3604345180452622
CASTLFD,Castleford Rail Station,53.724075620324236,-1.354652581926074
HINCKLY,Hinckley Rail Station,52.53499683173145,-1.3719232046050112
WDHOUSE,Woodhouse Rail Station,53.36374206086562,-1.357553410864124
STDENYS,St Denys Rail Station,50.92218771374738,-1.3877591240790783
CSFD,Chandlers Ford Rail Station,50.98368224242047,-1.3851702376438133
HANDBRO,Hanborough Rail Station,51.82515642958753,-1.3735254051589982
GLASHTN,Glasshoughton Rail Station,53.70904142313687,-1.3420050504714014
BITERNE,Bitterne Rail Station,50.918219103245626,-1.3769994631463551
WOLSTON,Woolston Rail Station,50.89892153775249,-1.3770578118980534
SWYTHLN,Swaythling Rail Station,50.94114670985268,-1.3764085801063013
STOCTON,Stockton Rail Station,54.569620683872635,-1.3185430919714334
MCKLFLD,Micklefield Rail Station,53.788835213432854,-1.3267930584876004
CATTAL,Cattal Rail Station,53.997438466455364,-1.3205349860321078
SHOLING,Sholing Rail Station,50.89675189527613,-1.3649149326751158
SOTPKWY,Southampton Airport Parkway Rail Station,50.95081370762445,-1.3630968438299569
LGML,Langley Mill Rail Station,53.01805867886095,-1.3312443596143486
PTFTTSF,Pontefract Tanshelf Rail Station,53.69412670085703,-1.3189147394296106
TABY,Thornaby Rail Station,54.559268848890056,-1.3014119225490404
GLDTHRP,Goldthorpe Rail Station,53.53418778256297,-1.31280763806512
ELGH,Eastleigh Rail Station,50.9692484476784,-1.3500844467377127
BLTNODR,Bolton-Upon-Dearne Rail Station,53.51894492830077,-1.3115460126219287
TRNO,Thurnscoe Rail Station,53.54504072853283,-1.3087836110129691
PTFTMHL,Pontefract Monkhill Rail Station,53.69898277223,-1.303689921254048
MORTHRP,Moorthorpe Rail Station,53.59499452557235,-1.3049469830297031
PTFTBHL,Pontefract Baghill Rail Station,53.691880049750495,-1.303352767312168
BNBR,Banbury Rail Station,52.06030650768589,-1.328132748854325
SWINTN,Swinton (South Yorks) Rail Station,53.48623830169351,-1.3058212391858168
WHTCHRH,Whitchurch (Hants) Rail Station,51.23754248905147,-1.3377469680991605
NETLEY,Netley Rail Station,50.874907525704145,-1.3419028001149922
BLNGHM,Billingham Rail Station,54.60560455019864,-1.2797195406113069
HAMERTN,Hammerton Rail Station,53.99632825026696,-1.2840955431974748
NEWBURY,Newbury Rail Station,51.39764773256284,-1.3228610827957377
SHAWFD,Shawford Rail Station,51.02212327011272,-1.3277737659255489
HMBLE,Hamble Rail Station,50.87137289271767,-1.3291620206368229
MEXBRGH,Mexborough Rail Station,53.49099070303531,-1.2885612972289744
SELMSAL,South Elmsall Rail Station,53.594606542539886,-1.284858232818406
ILKES,Ilkeston Rail Station,52.97959034974645,-1.294931773778857
WNCHSTR,Winchester Rail Station,51.06720891571948,-1.319699920642928
LNGEATN,Long Eaton Rail Station,52.88498608826603,-1.2875204923687258
NEWBRYR,Newbury Racecourse Rail Station,51.398458950489335,-1.3077990486839768
HEYFORD,Heyford Rail Station,51.91918861097239,-1.299269963554915
TACKLEY,Tackley Rail Station,51.88123622503482,-1.2975355005102551
KVTNBDG,Kiveton Bridge Rail Station,53.34095627002981,-1.2671793497150694
BURSLDN,Bursledon Rail Station,50.88368647017867,-1.3050322208212244
KNTNGLY,Knottingley Rail Station,53.706535718850404,-1.2591781373449735
KINSSTN,Kings Sutton Rail Station,52.02134964141136,-1.280930540558296
SMILFD,South Milford Rail Station,53.78232493453344,-1.250529210535388
MDLSBRO,Middlesbrough Rail Station,54.57910441065638,-1.2347171929493919
HEDGEND,Hedge End Rail Station,50.93231782255672,-1.2945033137588617
EMPKWAY,East Midlands Parkway Rail Station,52.86249891252417,-1.2632318464345558
KRKYCEN,Kirkby in Ashfield Rail Station,53.100097180550065,-1.2530566235765621
OXFPWAY,Oxford Parkway Rail Station,51.8040696186921,-1.274485855131591
OXFD,Oxford Rail Station,51.753494268852094,-1.270153393165265
STTNPWY,Sutton Parkway Rail Station,53.11409113051973,-1.245568229117608
SHBN,Sherburn-in-Elmet Rail Station,53.79715051269634,-1.232684381475516
KVTNPK,Kiveton Park Rail Station,53.336713376507014,-1.239844493564994
CONBRGH,Conisbrough Rail Station,53.489307431974474,-1.234331371726705
CHFN,Church Fenton Rail Station,53.826599044677316,-1.2275887637702798
RUGBY,Rugby Rail Station,52.379092802433966,-1.2504843657940572
HRTLEPL,Hartlepool Rail Station,54.6867539462694,-1.207316178818501
JAMCOK,James Cook University Hospital Rail Station,54.55202898182284,-1.2085693395771222
SETNCRW,Seaton Carew Rail Station,54.658310015928315,-1.2004292034474981
SWNWICK,Swanwick Rail Station,50.875668152597946,-1.2658523786966291
MCHLDVR,Micheldever Rail Station,51.18239145273041,-1.2606776697920934
ATNBRO,Attenborough Rail Station,52.90621131690761,-1.2314154738108636
OVTN,Overton Rail Station,51.25429203916132,-1.2592675663530535
ULESKLF,Ulleskelf Rail Station,53.85360989379108,-1.213972043197158
MARTON,Marton Rail Station,54.54434154374445,-1.1984848651689968
BOTLEY,Botley Rail Station,50.916452549089314,-1.2592363725989082
NWSTEAD,Newstead Rail Station,53.069980654148274,-1.2217876260682448
CRWLL,Creswell (Derbys) Rail Station,53.26411082662661,-1.2163947320730502
DIDCOTP,Didcot Parkway Rail Station,51.61095265753836,-1.242893428780505
APPLEFD,Appleford Rail Station,51.63963952340631,-1.2421413996543098
ISLIP,Islip Rail Station,51.82575157769586,-1.2381816316671739
RDLEY,Radley Rail Station,51.686204225003124,-1.2404820042358455
THATCHM,Thatcham Rail Station,51.39384253553134,-1.2431900066684274
LGWITH,Langwith - Whaley Thorns Rail Station,53.23183862332156,-1.2093435584958079
CULHAM,Culham Rail Station,51.65379154226062,-1.2365137035571276
GYPSYLA,Gypsy Lane Rail Station,54.532889781709095,-1.1793920253178238
STHBANK,South Bank Rail Station,54.58382821577439,-1.1766669261151643
BESTON,Beeston Rail Station,52.920753174114544,-1.207657883582681
SHRBROK,Shirebrook Rail Station,53.204241123861074,-1.2024405233903381
WHWLL,Whitwell (Derbys) Rail Station,53.27995885421556,-1.2002071048647425
MFLDWSE,Mansfield Woodhouse Rail Station,53.163561349818714,-1.2018484700382868
MFLDTWN,Mansfield Rail Station,53.14209923922787,-1.1984340322405884
NUNTHRP,Nunthorpe Rail Station,54.527878999122684,-1.1694487900330808
HUCKNAL,Hucknall Rail Station,53.038282429080034,-1.1958114607621586
BULWELL,Bulwell Rail Station,52.9996938564612,-1.1962304346541588
NARBRO,Narborough Rail Station,52.57129150243998,-1.203346046455912
LOGHBRO,Loughborough (Leics) Rail Station,52.77895285996707,-1.1959284804573231
ADWICK,Adwick Rail Station,53.57231911478418,-1.180356201175198
SHRKSKS,Shireoaks Rail Station,53.32477327772096,-1.1679908966294072
WHTBDGE,Whitley Bridge Rail Station,53.69912825175935,-1.1582802911394383
POPLTON,Poppleton Rail Station,53.97589626922574,-1.1485965981951323
BTLYSY,Bentley (S Yorks) Rail Station,53.54393479170876,-1.1509484709391615
FAREHAM,Fareham Rail Station,50.85303187378885,-1.1920371187994365
DONC,Doncaster Rail Station,53.52214787780555,-1.1398452028114072
MIDGHAM,Midgham Rail Station,51.39597320036257,-1.1777111458990557
GTAYTON,Great Ayton Rail Station,54.489569363125085,-1.115345177130229
REDCBSC,British Steel Redcar Rail Station,54.60988800300101,-1.1126611588271926
NTNG,Nottingham Rail Station,52.94707275453094,-1.1463817231873625
BAROWOS,Barrow upon Soar Rail Station,52.74933400629245,-1.144842937394383
SHANKLN,Shanklin Rail Station,50.63390873195985,-1.1798340870367494
CHOLSEY,Cholsey Rail Station,51.57020062311482,-1.1580228849949157
WORKSOP,Worksop Rail Station,53.31150533643908,-1.122771233339336
BCSTN,Bicester North Rail Station,51.903481081113476,-1.1503834019575143
HENSALL,Hensall Rail Station,53.69854321433823,-1.1145186289281137
BCSTRTN,Bicester Village Rail Station,51.8930217425373,-1.1487641320563695
WGSTS,South Wigston Rail Station,52.582222760512586,-1.134077076786414
BTRSBY,Battersby Rail Station,54.45767843819048,-1.0929717435949116
LAKEIOW,Lake (Isle of Wight) Rail Station,50.646475176093105,-1.1663484714022814
LESTER,Leicester Rail Station,52.63142350094749,-1.1252754475422335
SNDOWN,Sandown Rail Station,50.6568696258094,-1.1623872940078015
RYDP,Ryde Pier Head Rail Station,50.73918331508484,-1.1601266237344485
RYDE,Ryde Esplanade Rail Station,50.73286666597348,-1.1596160802827238
YORK,York Rail Station,53.95796429981637,-1.0931820859124586
RYDS,Ryde St Johns Road Rail Station,50.72436439499122,-1.1565663250477027
SMALBRK,Smallbrook Junction Rail Station,50.71110075171363,-1.1541982404843725
ALDMSTN,Aldermaston Rail Station,51.401959996358535,-1.1374238100182488
REDCARC,Redcar Central Rail Station,54.61622504145176,-1.0708675575031388
SILEBY,Sileby Rail Station,52.73159242324815,-1.1099886361931621
GORASTR,Goring & Streatley Rail Station,51.52149105268771,-1.1330493393218917
KLDL,Kildale Rail Station,54.47775602708678,-1.068143418709367
BRDING,Brading Rail Station,50.678370200099685,-1.1387223342243378
REDCARE,Redcar East Rail Station,54.60925089261761,-1.0522921694521883
KKSNDAL,Kirk Sandall Rail Station,53.563876507191516,-1.0740610246406483
PCHESTR,Portchester Rail Station,50.84874805355277,-1.1242398697443994
SELBY,Selby Rail Station,53.78278337074941,-1.063785898162639
NTHRFLD,Netherfield Rail Station,52.9614091698178,-1.0798496267149729
CRTN,Carlton Rail Station,52.965085628465964,-1.078654914708767
SYSTON,Syston Rail Station,52.69420895211032,-1.0823987108228057
LNGBKBY,Long Buckby Rail Station,52.29471453847597,-1.0864667636992742
LONGBCK,Longbeck Rail Station,54.589216522926755,-1.0304728561300087
PHBR,Portsmouth Harbour Rail Station,50.79696063310579,-1.1078401818523416
PANGBRN,Pangbourne Rail Station,51.48539972412273,-1.090470322916152
MRSK,Marske Rail Station,54.58741580665074,-1.0189096722331585
SSEACLE,Southsea Hoverport,50.78532663839798,-1.0999898594721087
BSNGSTK,Basingstoke Rail Station,51.26835520592472,-1.0872637214982503
PSEA,Portsmouth & Southsea Rail Station,50.79849363590828,-1.090911012093922
SNAITH,Snaith Rail Station,53.69311245203763,-1.0284597245464489
THEALE,Theale Rail Station,51.43344988566788,-1.074972977333617
BRTJYC,Burton Joyce Rail Station,52.98344020750402,-1.0408775069308893
HTFLASF,Hatfield & Stainforth Rail Station,53.588713731872865,-1.0233772318926477
RADNOT,Radcliffe (Notts) Rail Station,52.94878373032354,-1.0373279409699925
FRATTON,Fratton Rail Station,50.79633714902422,-1.0739826665481311
BMLY,Bramley (Hants) Rail Station,51.33029153926224,-1.0610026771703363
COSHAM,Cosham Rail Station,50.84192239261462,-1.0673286878069814
HILSEA,Hilsea Rail Station,50.828274880953316,-1.0587973347666446
SBRN,Saltburn Rail Station,54.58344977323293,-0.9741328911524807
COMONDL,Commondale Rail Station,54.481272542497045,-0.9751479145674429
MTIMER,Mortimer Rail Station,51.37207696436653,-1.0355099734230533
LOWDHAM,Lowdham Rail Station,53.006283225767454,-0.9984189856541025
TILHRST,Tilehurst Rail Station,51.47150701960367,-1.0298158513007998
THORNEN,Thorne North Rail Station,53.616061292183225,-0.9723307364417961
CTNM,Castleton Moor Rail Station,54.46714203509371,-0.9466483004310576
RAWCLIF,Rawcliffe Rail Station,53.68903972177924,-0.9608631272865796
THORNES,Thorne South Rail Station,53.60332806044044,-0.9551091628567433
THRGRTN,Thurgarton Rail Station,53.02894150954242,-0.9622569412356022
RTFD,Retford Rail Station,53.31515233069748,-0.9478839825315512
REDGWST,Reading West Rail Station,51.455499277012635,-0.9901292858126479
RTFDLL,Retford Low Level Rail Station,53.31406414859812,-0.9447735937790931
BINGHAM,Bingham Rail Station,52.95418902974699,-0.9515432552736619
DANBY,Danby Rail Station,54.46615169741236,-0.9109557513512888
BDHMPTN,Bedhampton Rail Station,50.853955001243065,-0.9958283371673528
BLEASBY,Bleasby Rail Station,53.0413634306471,-0.9436874405607164
WRESSLE,Wressle Rail Station,53.772922001834786,-0.9243490093361206
RDNG4AB,Reading Rail Station,51.45878444317169,-0.9718631886283069
RDNGSTN,Reading Rail Station,51.458784317011634,-0.9718487977712689
RDNGBUS,Reading Rail Station,51.458144254988916,-0.9716616669178642
HAVANT,Havant Rail Station,50.854425358287884,-0.9816114316041525
ALTON,Alton Rail Station,51.15196707952351,-0.9669132071758821
HOOK,Hook Rail Station,51.27999653100458,-0.9616357139441509
WRBLNGT,Warblington Rail Station,50.85344404281888,-0.9671563520484615
FISKRTN,Fiskerton Rail Station,53.06027227121124,-0.9121875159649263
HADMATP,Haddenham & Thame Parkway Rail Station,51.770853540460706,-0.9421370693772343
RWLNDSC,Rowlands Castle Rail Station,50.89217058727015,-0.9574706710021703
ROLSTN,Rolleston Rail Station,53.06528126755514,-0.8996747056046103
ASLCKTN,Aslockton Rail Station,52.95154812692394,-0.8980975293669589
MRKTHRB,Market Harborough Rail Station,52.479720135041944,-0.9093321800327417
PTRSFLD,Petersfield Rail Station,51.00672460395566,-0.9411366986226947
GOOLE,Goole Rail Station,53.70491273984608,-0.8742134148199385
NMPTN,Northampton Rail Station,52.23749877453915,-0.906653029752954
EMSWTH,Emsworth Rail Station,50.85161259416618,-0.9384296726106394
HOWDEN,Howden Rail Station,53.7647096390489,-0.8604630084373626
MLTNSDG,Melton Mowbray Rail Station,52.76102929823526,-0.8858692376906725
ERLY,Earley Rail Station,51.44109825987343,-0.9179881525620959
LEALHLM,Lealholm Rail Station,54.460590288902985,-0.8257152561922042
WNCFILD,Winchfield Rail Station,51.284948383054775,-0.9069773341184224
HNLYOT,Henley-on-Thames Rail Station,51.53417839882563,-0.900212162101319
SBOURNE,Southbourne Rail Station,50.84827533206146,-0.9081067080379394
ELTON,Elton & Orston Rail Station,52.9521346262692,-0.8555123498398765
WINETGL,Winnersh Triangle Rail Station,51.436739941072304,-0.8913316075477484
SHPLAKE,Shiplake Rail Station,51.511460567325344,-0.8826021189188625
LISS,Liss Rail Station,51.04356936266388,-0.892867105299973
WARGRAV,Wargrave Rail Station,51.498157465695705,-0.8765166471079749
WINERSH,Winnersh Rail Station,51.43028085963767,-0.8768585548137814
GLAISDL,Glaisdale Rail Station,54.43937967766531,-0.7937877471850686
CROWLE,Crowle Rail Station,53.589731535240894,-0.8173585657779111
AYLSPWY,Aylesbury Vale Parkway Rail Station,51.83115733362304,-0.8601823521768002
SLTMRSH,Saltmarshe Rail Station,53.72192285830807,-0.8094856263213817
MALTON,Malton Rail Station,54.13207437386251,-0.7972220459628456
NUTBORN,Nutbourne Rail Station,50.846067819646315,-0.8829455011339551
TWYFORD,Twyford Rail Station,51.47553239105506,-0.8632925558118223
BNTEY,Bentley (Hants) Rail Station,51.18123137250582,-0.8681268151796679
NWRKCAS,Newark Castle Rail Station,53.08000192559038,-0.8131601659225293
PRINRIS,Princes Risborough Rail Station,51.717858620726,-0.8438810336057446
ESTRNGT,Eastrington Rail Station,53.75515949909666,-0.7876303275986529
EGTON,Egton Rail Station,54.437479865268095,-0.7614648834646361
NEWANG,Newark North Gate Rail Station,53.08175632091848,-0.799854522791812
WOKNGHM,Wokingham Rail Station,51.41121679774101,-0.8425431858040091
MNKRISB,Monks Risborough Rail Station,51.73576065111834,-0.8293336553212587
BOTESFD,Bottesford Rail Station,52.94461288693807,-0.7948426294421888
BOSHAM,Bosham Rail Station,50.842745896330804,-0.8474311536887333
SUNDRTN,Saunderton Rail Station,51.675901092791,-0.8254684572793145
FLEET,Fleet Rail Station,51.29063310485228,-0.8308056158472401
AYLSBRY,Aylesbury Rail Station,51.81388889386771,-0.8150959170428663
GBROC,Gainsborough Central Rail Station,53.399582718583666,-0.7696940312032914
GBGHLRD,Gainsborough Lea Road Rail Station,53.386087483424234,-0.7685795169967168
WLVR,Wolverton Rail Station,52.06587607909283,-0.804266937705105
CRWTHRN,Crowthorne Rail Station,51.36672583090625,-0.8192733314623837
LTLKMBL,Little Kimble Rail Station,51.75223012981799,-0.8084523481776739
GROSMNT,Grosmont Rail Station,54.436111590580964,-0.724965572141766
SNDHRST,Sandhurst Rail Station,51.34692920032047,-0.8045905000224615
FSHBORN,Fishbourne Rail Station,50.83904965704999,-0.8150841732475285
CLHM,Collingham Rail Station,53.144084551827845,-0.7503938561660464
GLBRDYK,Gilberdyke Rail Station,53.747961921695385,-0.7322433690246284
ALTPE,Althorpe Rail Station,53.585499182303366,-0.7331822123700202
STKM,Stoke Mandeville Rail Station,51.78779385100264,-0.7840862175197207
LIPHOOK,Liphook Rail Station,51.07131450708043,-0.8002284164280223
MKNSCEN,Milton Keynes Central Rail Station,52.03428659176192,-0.7741460287624455
FARNHAM,Farnham Rail Station,51.21190293363214,-0.792427118832932
BCKWATR,Blackwater Rail Station,51.33157987642456,-0.7767409497589416
MARLOW,Marlow Rail Station,51.57099172450958,-0.7664307133769409
OAKHAM,Oakham Rail Station,52.6722131692158,-0.73417113880468
CHCHSTR,Chichester Rail Station,50.832051706853925,-0.781748877109868
KETR,Kettering Rail Station,52.393553333440025,-0.7315622113389392
WENDOVR,Wendover Rail Station,51.761755617692906,-0.747372310528549
ALDRSHT,Aldershot Rail Station,51.24641666902566,-0.7598598135985157
SLEGHTS,Sleights Rail Station,54.461051212627595,-0.6624807737669197
SWNDRBY,Swinderby Rail Station,53.16955423036288,-0.7026794155687163
FRBRMN,Farnborough (Main) Rail Station,51.296603649423105,-0.7557256504388915
BLTCHLY,Bletchley Rail Station,51.99533277548993,-0.736320432291782
BRACKNL,Bracknell Rail Station,51.4130901867047,-0.7517035757469651
HWYCOMB,High Wycombe Rail Station,51.6295842788254,-0.7454098264437948
FRIMLEY,Frimley Rail Station,51.31186026857232,-0.7469912905300172
CMBLEY,Camberley Rail Station,51.33632591210392,-0.7442716465551953
BRFT,Broomfleet Rail Station,53.74020662700167,-0.671828326467252
FRBRNTH,Farnborough North Rail Station,51.302043234803755,-0.743026855613208
FSTR,Fenny Stratford Rail Station,52.00006718234029,-0.7159972893504957
FURZEP,Furze Platt Rail Station,51.53301857212627,-0.7284727556491575
NTHCAMP,North Camp Rail Station,51.27579315491537,-0.7311986627047197
COOKHAM,Cookham Rail Station,51.55746102615658,-0.7220790006471889
MDNHEAD,Maidenhead Rail Station,51.51866727235905,-0.7226604604334042
MHERON,Martins Heron Rail Station,51.407409952561714,-0.7243966137407896
RUSWARP,Ruswarp Rail Station,54.47018917811575,-0.6277716635969826
CORBY,Corby Rail Station,52.48884973482796,-0.6883353317435889
SAXILBY,Saxilby Rail Station,53.26720285669435,-0.6640395065896323
ASHVALE,Ash Vale Rail Station,51.272245233279186,-0.7216485247993969
GTMSNDN,Great Missenden Rail Station,51.703516843303625,-0.7091410247628905
SCNTHRP,Scunthorpe Rail Station,53.58617374144689,-0.6509803757433245
BORNEND,Bourne End Rail Station,51.577116206384005,-0.7104734760788834
BOWBRKH,Bow Brickhill Rail Station,52.00429905424918,-0.6960777626761201
WTBY,Whitby Rail Station,54.484608340476186,-0.615402864258835
HASLEMR,Haslemere Rail Station,51.088646475471116,-0.7191625848457724
ASHH,Ash Rail Station,51.24959560824823,-0.712805403675329
WLNGBRO,Wellingborough Rail Station,52.30378102256156,-0.6766508786563786
